Name,City,State,Type,Star_Rating,Rating,latitude,longitude,address
Hotel Yavachi,Gangtok,Sikkim,Hotel,2.0,4.0,27.33416,88.612676,"Upper Arithang,Church Road,"
Golden Wings Appartment,Dharamshala,HimachalPradesh,Hotel,1.0,0.0,32.237107,76.326184,"Jogiwara Road, Mcleodganj ,"
Hotel Sai Kripa,Gangtok,Sikkim,Hotel,2.0,4.0,27.3406909,88.6099855,"Jeewan Theeng Marg , Development Area , Gangtok East Sikkim."
OYO Premium Park Avenue De Calangute,Goa,Goa,Hotel,3.0,0.0,15.5470028,73.7600129,"Resort Park Avenue, Near the chocolate room,umtta vaddo,Baga Road Calangute-Bardez"
L' Hotel Eden,Goa,Goa,Hotel,4.0,4.0,15.457842,73.810872,"12 & 13, La Oceana Colony, Dona Paula, Panjim"
Hotel Udechee Huts,Dharamshala,HimachalPradesh,Hotel,2.0,4.5,32.251204,76.3033,"Village. Naddi PO Dal Lake,"
Hotel Tashi Palace,Gangtok,Sikkim,Hotel,3.0,4.5,27.326688,88.607965,"Opposite S.D.F. Bhawan, Indira Byepass"
Hotel Tashi Tagey,Gangtok,Sikkim,Hotel,2.0,4.5,27.317074,88.601643,"C 33, Tadong, Dara Goan Near SBI Tadong"
Shanti Village Beach Huts,Goa,Goa,Hotel,2.0,4.5,15.044839,73.986445,"Agonda Village, Canacona, Goa 403702"
Hotel Crystal Palace Dhanaulti,Dhanaulti,Uttaranchal,Hotel,2.0,3.0,30.4568719,78.0577858,Mussoorie- Chamba Road
Rococco at Ashvem,Goa,Goa,Hotel,3.0,4.0,15.649416,73.715756,"Ashvem Beach, Mandrem, Pernem"
Starwood Cottage,Dharamshala,HimachalPradesh,Hotel,2.0,0.0,32.067156,76.36425,"Near Dalai Lama temple, Mcleodganj,Kangra Distt."
Libton Manor,Goa,Goa,Hotel,1.0,4.0,15.519775,73.767806,"H.No.709, Pintos Vaddo, Next to Canara Bank/HDFC Bank, Candolim"
Hotel Gyatso,Gangtok,Sikkim,Hotel,2.0,4.0,27.340814,88.611583,"Hotel Gyatso Forest Colony, Balwakhani , District: East Sikkim Gangtok - 737101"
Hotel Pemathang Residency,Gangtok,Sikkim,Hotel,2.0,2.5,27.329639,88.608753,"Below AIR Quarter and Hotel Sher e Punjab,Middle Arithang"
OYO Rooms Near Fortis Faridabad,Faridabad,Haryana,Hotel,3.0,0.0,28.385791,77.306932,45 Neelam Bata Road
Baga Yotel,Goa,Goa,Hotel,2.0,5.0,15.56126891304476,73.74973314581439,"Saunta Vaddo, Next to Britos, Baga Beach, Bardez, Goa"
Sea Breeze Villas,Goa,Goa,Hotel,1.0,0.0,15.582945,73.7502133,"1677/1 & 2 Onyachebhat, Anjuna, Bardez,Goa"
OYO Rooms Panjim EDC House,Goa,Goa,Hotel,3.0,0.0,15.495243,73.825938,"Hotel Manoshanti, Behind EDC House Dr. Dada Vaidhy Road, Panjim"
Jewel Of The East,Gangtok,Sikkim,Hotel,3.0,4.0,27.324216,88.611681,"Nam Nang Road, Below Assembly House"
Express Sarovar Portico Faridabad,Faridabad,Haryana,Hotel,3.0,0.0,28.4876485,77.2901871,"Surajkund Sector-39, Next to Eros Charmwood Village, Faridabad"
Hotel Snow Hermitage,Dharamshala,HimachalPradesh,Hotel,3.0,3.5,32.214791,76.339209,"Khanniara Road, Dharamshala,"
Hotel Santiniketan,Digha,WestBengal,Hotel,2.0,4.0,22.420371,87.326285,New Digha East Mednipore
Hotel Gaya Regency,Gaya,Bihar,Hotel,3.0,0.0,24.802083,85.000444,"Station Road,Gurudwara More,"
OYO Premium National Highway Dwarka,Dwarka,Gujarat,Hotel,3.0,0.0,22.24097,68.974356,Near Kandasbapu Ashram Jamnagar Road Dwarka
Hotel Goverdhan Greens,Dwarka,Gujarat,Hotel,3.0,4.0,22.1920064,69.0201738,"National Highway 8 E, PO:Baradiya Village, Dist: Jamnagar, Gujarat-India"
The Origin,Dharamshala,HimachalPradesh,Hotel,3.0,4.0,32.211181,76.346078,Khanyara Road
OYO Premium Mountain View,Dharamshala,HimachalPradesh,Hotel,3.0,0.0,32.2210026,76.319955,"Kotwali Bazaar, Dharamshala"
Stay Simple Jesant Valley,Goa,Goa,Hotel,2.0,4.0,15.526749,73.767737,"Jesant Valley Holiday Homes Anna Vaddo, Candolim, Bardez-Goa. 403515"
Lotus Resort,Goa,Goa,Resort,3.0,3.5,15.255809,73.923877,"Via Vaswaddo,Benaulim, Maria Hall, Colva Rd, Benaulim"
Cuba Baga Hotel,Goa,Goa,Hotel,2.0,3.5,15.553971,73.754303,"At Casa Ermeralda, CSM Road, Cobrawaddo, Calangute-Baga Rd, Baga, GA"
OYO Premium Sunset View Mcleodganj,Dharamshala,HimachalPradesh,Hotel,3.0,0.0,32.249799,76.304759,"Sunset Point Road, Naddi Naddi Road Mcleod-Ganj"
Hotel Kun Dau Residency,Gangtok,Sikkim,Hotel,3.0,3.5,27.334405,88.618951,"Chandmari, J N Road. Gangtok"
Casa Colvale,Goa,Goa,Hotel,3.0,4.5,15.649401,73.820443,"Colvale Village, Alto de Porvorim, Goa"
OYO Rooms Near Naga Cottage Morjim,Goa,Goa,Hotel,3.0,0.0,15.62601,73.731134,"Pleasure Beach Resort, Vithaldaswaddo, Morjim, Pernem, Goa Vithaldaswaddo Goa"
Hotel White Mountain,Gangtok,Sikkim,Hotel,2.0,3.0,27.322377,88.610958,"Namnang Road, Near Kyi - de- khang school Gangtok"
Vivera Grande,Dindigul,TamilNadu,Hotel,3.0,5.0,10.368828,77.975036,"No19, New Aghraharam, Palani Road, Near BSNL Office."
Hotel Madhulika,Dhanbad,Jharkhand,Hotel,3.0,3.0,23.787485,86.419376,"Madhulika Enclave, Bank More"
Hotel Supreme,Goa,Goa,Hotel,3.0,3.0,15.399136,73.8188,"Opp. Damodar Temple, Swatantra Path, Vasco-da-Gama"
Hotel Panchmurti Diu,Diu,DamanandDiu,Hotel,2.0,2.5,20.71794,70.980732,"Nagoa Road, Opp Jethibai Bus Station."
Subhash Guest House,Goa,Goa,Guest House,1.0,3.5,15.556894,73.756169,"7/182, Near Ronil Hotel, Sauta Waddo, Calangute, Bardez"
Skylon Hotel,Gandhinagar,Gujarat,Hotel,3.0,3.5,23.259262,72.640032,"Dev Complex, K-7 Circle, Sector-26, Gandhinagar-382028 Gujarat."
Hotel Alishan,Diu,DamanandDiu,Hotel,2.0,3.5,20.718623,70.987869,Fort Road
Goa Marriott Resort & Spa,Goa,Goa,Resort,5.0,4.5,15.48639,73.80948,"Po Box 64, Miramar"
Country Lodge,Dharamshala,HimachalPradesh,Lodge,2.0,3.5,32.261243264241635,76.3062944408739,Ramnagar
Joet's Guest House,Goa,Goa,Guest House,1.0,4.5,15.370916,73.832752,"H.No. 121, Bogmalo Beach, Vasco da Gama, Goa 403806"
Hotel Z Square,Goa,Goa,Hotel,1.0,4.0,15.398547,73.811424,"F.L Gomes Road,Opp Auto Service, Vasco Da Gama Goa - 403802"
OYO Rooms Colva Beach Street,Goa,Goa,Hotel,3.0,0.0,15.284751,73.914962,"4th ward, Colva Beach Road, Margao, Goa 403708"
OYO Rooms Below District Court,Gangtok,Sikkim,Hotel,3.0,0.0,27.341345,88.606112,Near District CourtUpper SicheyGangtok
Villa Ikebana,Goa,Goa,Hotel,3.0,4.0,15.599391,73.775418,"579/2, Badem Assagao, Bardez, Assagao, India"
OYO Rooms Near Dalai Lama Temple,Dharamshala,HimachalPradesh,Hotel,3.0,4.5,32.235423,76.327989,"Holiday Hill, Jogiwara Road , Mcleod-Ganj"
Hotel Girish,Diamond Harbour,WestBengal,Hotel,2.0,4.5,22.17702610456033,88.19904467090964,"New Madhabpur, Diamond Harbour"
Ocean Palms Goa,Goa,Goa,Hotel,4.0,4.5,15.532716,73.765237,"Opposite Holiday Street, Gauravaddo, Calangute"
Hotel Soyang,Gangtok,Sikkim,Hotel,2.0,3.5,27.327972,88.612854,M.G.Marg
United 21 Emerald,Goa,Goa,Hotel,3.0,3.5,15.222996,73.944052,"The Emerald Forest, 466, Guneavaddo, Varca, South Goa"
Colva Residency,Goa,Goa,Hotel,1.0,3.5,15.277032,73.914718,"4th Ward, Colva, Goa 403708"
Hotel Pankaj,Gaya,Bihar,Hotel,2.0,0.0,24.79663332314876,85.00726958736777,"Opp. Punjab National Bank, Tekari Road, Gaya"
OYO Rooms Near Mandrem Beach,Goa,Goa,Hotel,3.0,0.0,15.664824,73.712661,"O Saiba Guest House, Junaswada, Mandrem, Pernem, Goa Junaswada Goa"
Hotel Disha,Gangtok,Sikkim,Hotel,1.0,4.5,27.330396,88.610884,"Hotel Disha, Old Pvt. Bus Stand Church Road"
Millennium Hotel,Faridabad,Haryana,Hotel,3.0,0.0,28.389706,77.3067,"N.I.T, 67, Neelam Bata Rd, AC Nagar, New Industrial Town"
Royal Heritage Resort,Goa,Goa,Resort,2.0,3.0,15.541418010371787,73.76425216904863,"Near Domino's Pizza, Naikavaddo, Calangute, Bardez"
Prazeres Resort,Goa,Goa,Resort,3.0,3.0,15.513003,73.771892,Beyond Nerul Bridge Marquis Waddo
Hotel Monark,Firozabad,UttarPradesh,Hotel,1.0,3.5,27.15885441771544,78.3955792710185,Bye Pass Road
Clarks Inn Apple Tree,Ghaziabad,UttarPradesh,Hotel,4.0,3.5,28.672278,77.440007,"Adjacent to Mahalaxmi Mall, C-2 Raj Nagar District Centre, Raj Nagar"
Shanthidhama,Gangavati,Karnataka,Hotel,1.0,0.0,15.351818,76.476682,"Near Sri Hanuman Temple & Pampasarovara Anegundi, Gangavathi Thaluk"
Hotel Jungle Huts,Dharamshala,HimachalPradesh,Hotel,2.0,3.5,32.239655,76.329982,"Bhagsu Road, Mcleodganj"
Vila Goesa Beach Resort,Goa,Goa,Resort,3.0,3.5,15.551692,73.754947,"Cobra Vaddo, Near De Baga Deck, Calangute"
Hotel Dragon Inn,Gangtok,Sikkim,Hotel,2.0,4.5,27.366233,88.621009,"3rd Mile, Bojoghari"
Mahagun Sarovar Portico Suites,Ghaziabad,UttarPradesh,Hotel,4.0,4.0,28.644684,77.334915,"Mahagun Metro Mall VC3 Sector 3, Vaishali"
Gajraula Haveli Resort,Gajraula,UttarPradesh,Resort,3.0,3.0,28.8370684,78.2701638,"Delhi Nainital Highway Road,NH-24(Distt) J.P. Nagar"
Rahi Resort de Crossroads,Goa,Goa,Resort,2.0,3.5,15.540647,73.761909,"TIVAI VADDO, CALANGUTE-BAGA CIRCLE, CALANGUTE, BARDEZ, GOA 403516"
Aishwarya's Guest Inn,Goa,Goa,Guest House,1.0,4.5,15.533472,73.765387,"Gaura Wado, Near Kamat Holiday Homes, Behind Calangute Mall, Calangute 403516, India"
Vincy Beach Resort,Goa,Goa,Resort,2.0,3.5,15.2759879,73.9129392,"Colva Beach, Salcete"
Hotel Citi Residenci,Durgapur,WestBengal,Hotel,3.0,3.5,23.53937273214394,87.29293009266257,"Sahid Khudiram Sarani,"
Hotel Sikkim Pride,Gangtok,Sikkim,Hotel,3.0,1.0,27.348236,88.612967,"IBP Road, Near Helipad, Burtuk"
Hotel Golden Star Continental & Spa,Gangtok,Sikkim,Hotel,2.0,4.5,27.32578,88.609998,"Below M.G Marg, Near Tenzing & Tenzing"
The Dwarika Hotel,Dwarka,Gujarat,Hotel,3.0,3.0,22.24097,68.974356,"Near Kandasbapu Ashram, Jamnagar Road"
Furtados Beach House,Goa,Goa,Hotel,1.0,2.5,15.263634,73.91752,Sernabatim Benaulim Beach
Hotel Tashi Delek,Gangtok,Sikkim,Hotel,2.0,3.0,27.326113,88.611779,Mahatma Gandhi Marg
The Saramsa Resort,Gangtok,Sikkim,Resort,3.0,4.0,27.336568,88.608153,"Chota Singtam,Saramsa,Ranipool"
Estrela do Mar Beach Resort,Goa,Goa,Resort,4.0,3.5,15.550796,73.754357,"Khobra Vaddo, Calangute, Bardez"
The Sikkim Continental,Gangtok,Sikkim,Hotel,2.0,3.5,27.325727,88.609841,"The Sikkim Continental New Tenzing & Tenzing NH 31A Gangtok , Sikkim"
Hotel Damji,Dwarka,Gujarat,Hotel,2.0,4.0,22.24107,68.968978,Shivrajsinh Road
Hotel Rajadhiraj,Dwarka,Gujarat,Hotel,3.0,0.0,22.2381507,68.9689279,"Near Gomti River, Reliance Road, Dwarka Town,"
Maiden Residency,Ghaziabad,UttarPradesh,Hotel,3.0,4.5,28.659141,77.468032,"344/1, Pandav Nagar Industrial Area, NH-24 (near hospital Columbia Asia)"
Calangute Towers,Goa,Goa,Hotel,3.0,4.0,15.543774,73.764937,"Dr. Jack Sequira Junction, Opposite to Calangute Village Panchayat, Calangute, Bardez"
Hotel Gangtok Drift,Gangtok,Sikkim,Hotel,3.0,4.5,27.31816721384323,88.60328927636147,"Bahai School Road, Daragoan, Tadong"
Hotel Sonam Delek,Gangtok,Sikkim,Hotel,2.0,4.5,27.331479,88.615063,Sonam Gyatso Marg (Tibet Road)
Hotel East Palace,Diamond Harbour,WestBengal,Hotel,2.0,3.0,22.45344,88.302482,"Konchowki, P.S - Bishnupur, Kolkata"
Hotel Greenland Inn,Digha,WestBengal,Hotel,2.0,4.0,21.61838217592655,87.49645560979843,"N2, SECTOR,PLOT NO .84, NEW DIGHA, PURBA MEDINIPUR (NEAR NEW DIGHA NURCING HOME)"
Elgin Nor-Khill,Gangtok,Sikkim,Hotel,4.0,4.5,27.333991,88.612775,Paljor Stadium Road
Hotel A P Palace,Faizabad,UttarPradesh,Hotel,1.0,4.5,26.7687116,82.1689503,"Near BRIJ Kishor Homeopathic Medical College, Near Allahabad Bank, Deokali"
Hotel Dreamland Lataguri,Dooars,WestBengal,Hotel,2.0,3.5,26.7086409,88.7714491,"Kalamati Road,Purba lataguri"
Ocean Myst Face 3,Goa,Goa,Hotel,1.0,0.0,15.3724664,73.8902251,"Queeny Nagar, Velsao, Vasco"
Delight Hotels Susanta Awaas,Gangtok,Sikkim,Hotel,2.0,4.0,27.32205,88.611069,"Namnang Road, Close to Star Cinema Hall, MG Marg"
Cota Residency,Goa,Goa,Hotel,2.0,5.0,15.328195,73.907755,"Francis Costa Ward, Utorda"
Sharma Resort,Gandhidham,Gujarat,Resort,4.0,4.0,23.097222,70.098737,"Sharma Resort Kuchhch, P. O. Box 255, Survey no 98, Galpadar, Near Airport Crossing, Gandhidham, Kachchh"
Hotel Uttam,Dwarka,Gujarat,Hotel,2.0,2.0,22.240142,68.968015,Jawahar Road | Near Dwarkdhish Temple
The Mystic Forest,Dooars,WestBengal,Hotel,3.0,3.0,26.63339,89.304366,"Jaldapara, Madhya Madarihat, Madarihat, Dist Jalpaiguri"
Grand View Lodge,Dharamshala,HimachalPradesh,Lodge,1.0,1.0,32.2196433,76.318876,"Grand View Lodge, Old Chari road, Dharamshala, Himachal Pradesh"
Goldfinch Hotel Faridabad NCR,Faridabad,Haryana,Hotel,3.0,0.0,28.487659,77.290181,"Sector-39, Surajkund"
Taha's White Pearl Guest House,Goa,Goa,Guest House,1.0,3.5,15.639742,73.723464,"H No-750 Opp Nifa Hotel,Near Marbella Resort New Wadda Morjim,Pernem - Goa 403512"
Yash Gardens,Ganpatipule,Maharashtra,Hotel,1.0,2.5,17.150758,73.271416,"Near S.T. Stand, Ganpatipule, Ratnagiri"
Cidade De Diu,Diu,DamanandDiu,Hotel,3.0,3.5,20.716942,70.9873251,"Behind Hotel Samrat, Near Vegetable Market,Diu"
La Sunila Suites,Goa,Goa,Hotel,4.0,4.5,15.571548,73.756112,"Dr Constancio Maschrans, River View, Arpora - Baga Road, Bardez, Arpora"
STARiHOTELS Ghazipur,Ghazipur,UttarPradesh,Hotel,2.0,0.0,25.28681,82.96629,"Hotel Bindu Gausabad ,Phullanpur"
Hotel Vrindavan,Fatehpur Sikri,UttarPradesh,Hotel,2.0,4.0,27.093765,77.659947,"Buland Gate Crossing, Fatehpur Sikri"
Himalayan Eco Lodges & Camps-Jayalgarh,Devprayag,Uttaranchal,Lodge,3.0,4.0,30.146906,78.599374,"Near Srinagar, NH 58 | Badrinath Highway, New Tehri"
OYO Premium Lal Bazar Gangtok,Gangtok,Sikkim,Hotel,3.0,0.0,27.328469,88.611551,Roadway to Arithang
Casa Andrade,Goa,Goa,Hotel,1.0,0.0,15.337229,73.900528,"H.No. 194, Arossim, P.O. Cansaulim, Salcette, Goa, India. 403712"
Hotel Valley View Crest,Dharamshala,HimachalPradesh,Hotel,2.0,2.5,32.218218,76.317206,"Satobari Hills, Near Dal Lake, Naddi, Upper Dharamsala"
OYO Rooms DPS Indirapuram,Ghaziabad,UttarPradesh,Hotel,3.0,0.0,28.6472337,77.3738581,"209, Shakti Khand II Indirapuram"
SINQ ABODE,Goa,Goa,Hotel,3.0,4.0,15.463032,73.811733,"207, Main St, Nagalli Hills Colony, Dona Paula, Goa 403004"
OYO Premium Near Unkal Lake Hubli,Hubli-Dharwad,Karnataka,Hotel,3.0,3.5,15.3689706,75.1191741,Pune Bangalore Road Vidya nagar
OYO Premium Moulsari Avenue,Gurgaon,Haryana,Hotel,3.0,0.0,28.489992,77.103779,T 14/9 DLF Phase 3
Ohris Banjara,Hyderabad,AndhraPradesh,Hotel,3.0,4.0,17.408378,78.439018,"8-2-682/3, Road No.12, Opp. Income Tax Colony,Banjara Hills, Hyderabad"
OYO Rooms City Centre Gwalior,Gwalior,MadhyaPradesh,Hotel,3.0,0.0,26.210102,78.187353,City Centre Main Road Gwalior
Hotel Le Central,Haridwar,Uttaranchal,Hotel,3.0,3.0,29.94663576134024,78.1643742317101,"Old Ranipur More, Haridwar 249408, India"
Hotel White Ribecca,Haldwani,Uttaranchal,Hotel,2.0,4.5,29.228721,79.418455,"National Road, Haldwani"
Hotel Sharda,Haldwani,Uttaranchal,Hotel,2.0,0.0,29.214996,79.528605,"Sharda Market, Banbhoolpura"
Hotel Gagan Deep,Haridwar,Uttaranchal,Hotel,2.0,2.0,29.953879,78.165796,"Mansa Devi Ropeway, Haridwar"
Hotel Vinflora,Hyderabad,AndhraPradesh,Hotel,3.0,3.5,17.428110920907947,78.42949104335275,"157, Kamalapuri, Srinagar Colony Main Road"
SG Comforts Hotel,Hyderabad,AndhraPradesh,Hotel,2.0,3.5,17.393171,78.474199,"5-9-211,chirag ali lane , Near Medwin Hospital,Abids"
Vista Rooms at Ashok Hospital,Hosur,TamilNadu,Hotel,3.0,0.0,12.736447,77.824542,"Bangalore By Pass Rd, Hamumanthapuram, Anna nagar"
Hotel New White House,Hyderabad,AndhraPradesh,Hotel,2.0,2.5,17.384577,78.465602,"Yousufain Bazar, Dargah X Road, Nampally"
Hotel The Rio,Haridwar,Uttaranchal,Hotel,2.0,3.5,29.9422336,78.1472855,"Devpura, Agrasain chowk ,Near I.S.B.T & Railway station,"
Hotel Jasmine,Haridwar,Uttaranchal,Hotel,3.0,3.0,29.943779,78.06447,"Opp. Raja Biscuit Factory Rawali Mehdoot,Sector 1-B Sidcul"
Hotel Dynasty,Guwahati,Assam,Hotel,4.0,3.5,26.1819396,91.7415904,"S.S Road, Lakhtokia Guwahati , Assam India"
Leonia Holistic Destination,Hyderabad,AndhraPradesh,Hotel,5.0,4.0,17.582637,78.600394,"Bommarspet, Shameerpet, Ranga Reddy District, Hyderabad"
Grand Elite Hotel,Hyderabad,AndhraPradesh,Hotel,3.0,3.5,17.387765,78.475517,"5-4-790/2 Lane, Adjacent to Metro Footwear, Nampally Station Road"
Hotel Nemali,Hyderabad,AndhraPradesh,Hotel,2.0,2.0,17.424571,78.450681,"NEMALI HOSPITALITY SERVICES (NEMALI HOTELS) BESIDE MODEL HOUSE LANE, PANJAGUTTA, HYDERABAD – 500 082"
FabHotel Lotus HiTech City,Hyderabad,AndhraPradesh,Hotel,3.0,0.0,17.4316243,78.3033277,"Lumbini Avenue,Opp Care Hospital,Plot No 89 90,Gachibowli"
OYO Rooms Nathupur Road,Gurgaon,Haryana,Hotel,3.0,0.0,28.485448,77.105907,"Plot no 34/e, Cyber City Extension"
Radisson Blu Hotel Guwahati,Guwahati,Assam,Hotel,5.0,4.5,26.141912,91.67398,"National Highway 37, Gotanagar"
STARiHOTELS Manesar,Gurgaon,Haryana,Hotel,2.0,0.0,28.363736,76.94242,"House no -488, Sector-1, IMT Manesar"
Vedanta Suites,Gurgaon,Haryana,Hotel,3.0,0.0,28.464681,77.078295,"B - 204, Sushant Lok - 1"
OYO Rooms Bank Street Koti,Hyderabad,AndhraPradesh,Hotel,3.0,0.0,17.384973,78.482558,"Abids Hyderabad, 5-1-718/2, Kushal Chamber, Beside ENT Hospital, Bank Street, Koti Hyderabad"
Mrugavani Resort & Spa,Hyderabad,AndhraPradesh,Resort,5.0,0.0,17.353475,78.3356201,"SYNo 177/1,aziz Nagar Village,Moinabad Mandal,Ranga Reddy District,Telangana"
Vista Apartment at Adhiyaman College,Hosur,TamilNadu,Hotel,3.0,0.0,77.869432,8422813105.0,"opp. Ashok leyland factory no.2 unit,near adhiyam college.krishnagiri road."
Hotel Rest Inn,Haridwar,Uttaranchal,Hotel,1.0,3.5,29.9639086,78.1707923,"Bhimgoda Chowk, Har Ki Puri"
Munjoh Ocean Resort,Havelock Island,AndamanandNicobarIslands,Resort,4.0,4.5,12.0129731,93.0070565,Beach no. 5
OYO Premium Himayathnagar,Hyderabad,AndhraPradesh,Hotel,3.0,4.5,17.4045116,78.4816074,"3 – 6 – 423, Beside Tata Motors,Liberty Road, Himayathnagar Hyderabad"
Gopi Guest House,Hampi,Karnataka,Guest House,2.0,4.0,15.3361932,76.4602729,"Hampi Village Centre, Near Virupaksha Temple"
Corporate Home,Gurgaon,Haryana,Hotel,3.0,4.5,28.491306,77.084927,"N-4/19, DLF City-2, Near DLF Square Building"
OYO Premium Begumpet Old Airport,Hyderabad,AndhraPradesh,Hotel,5.0,0.0,17.4448,78.471463,beside of old airport exit gatebegumpetHyderabad
OYO Apartments Madhapur Inorbit Mall,Hyderabad,AndhraPradesh,Hotel,3.0,0.0,17.437777,78.389066,"PlotNo. 11D ,Brindavan Colony, Durgam Cheruvu Road Near Inorbit Mall,Hitech City, Madhapur"
Hotel DDR Residency,Gurgaon,Haryana,Hotel,3.0,4.0,28.458861,77.034381,"9, Old Judicial Complex, Civil Lines"
Hotel Shubham,Hissar,Haryana,Hotel,1.0,3.5,29.134344,75.747548,"Opposite Lifeline Hospital, Near Jindal Chowk, Model Town, Hisar"
OYO Premium Madhapur,Hyderabad,AndhraPradesh,Hotel,3.0,0.0,17.444641,78.386107,"10&11, Vittalrao Nagar, Image Hospital Lane, Madhapur"
Hotel Ganga Nihar,Haridwar,Uttaranchal,Hotel,2.0,2.0,29.951277,78.165696,Vishnu Ghat
Hotel Cyber Nest,Hyderabad,AndhraPradesh,Hotel,3.0,1.5,17.449874,78.381612,"Plot No. 87, Cyber Enclave Behind Cyber Towers Hi-tech City"
Hotel Rajdhani,Hyderabad,AndhraPradesh,Hotel,2.0,3.5,17.377065,78.474177,Siddiamber Bazar
Hotel Fortune,Guwahati,Assam,Hotel,2.0,3.5,26.176601,91.755175,"Ulubari, G.S Road, Opposite volvo point."
Hotel Royal Heritage,Guwahati,Assam,Hotel,3.0,3.0,26.11500049752753,91.72594711038982,"Betkuchi , Lokhra, N.H.-37, Opp-Balaji Tample"
STARiHOTELS Dlf Phase 3,Gurgaon,Haryana,Hotel,2.0,0.0,28.500394,77.098746,"Opp V-39/14, Dlf City Phase 3"
OYO Rooms Near Town Park Hisar,Hissar,Haryana,Hotel,3.0,0.0,29.1419277,75.7321636,Bank Colony Near Town Park Hisar
The Imperial Residency,Gurgaon,Haryana,Hotel,3.0,3.5,28.4790289,77.0477212,"Sector-14 , Old Delhi Road,Opp. Payal Cinema,Gurgaon"
Hotel The Conclave,Hyderabad,AndhraPradesh,Hotel,3.0,2.5,17.430424,78.324346,"Plot No 38# Plot 39, Jayabheri 4 Seasons, Near Q City, Financial District, Gachibowli, HYderabad"
OYO Rooms Shyam Nagar,Jaipur,Rajasthan,Hotel,3.0,4.0,26.894314,75.767423,"Calcutta Farms Janpath, Shyam Nagar , Jaipur"
Sky Hotel Indore,Indore,MadhyaPradesh,Hotel,3.0,0.0,22.749819,75.903637,"Opposite Radisson Hotel, Ring Road"
Chokhi Dhani Indore,Indore,MadhyaPradesh,Hotel,3.0,3.5,22.590948,75.901303,"9 Miles, Khandwa Road Datodasata"
Hotel Hans Residency,Hyderabad,AndhraPradesh,Hotel,2.0,4.0,17.376031,78.474333,"15-1-542/15,Siddiamber Bazar, Hyderabad"
Hotel Aarjee Crescent,Jaipur,Rajasthan,Hotel,2.0,0.0,26.921491,75.797852,"14, Kanti Nagar , Near Polovictory Cinema, Banipark"
Hotel Mark Inn,Jaipur,Rajasthan,Hotel,2.0,0.0,26.911263,75.742143,"Opp. Ounjab National Bank,Transport Nagar."
OYO Rooms Bani Park Shri Ram Marg,Jaipur,Rajasthan,Hotel,3.0,0.0,26.9242982,75.7907458,"Hotel Galaxy, Plot no A-1 Near Collectorate Circle, Kabir Marg, Barodia ,"
Hotel Raj Plaza,Jaipur,Rajasthan,Hotel,2.0,3.5,26.887786,75.768071,"17 Vivek Vihar, New Sanganer Road, Sodala."
Fortune Select Metropolitan,Jaipur,Rajasthan,Hotel,4.0,4.5,26.90392,75.793779,"Near Nehru Shakar Bhawan, Bais Godam circle"
Hotel Galaxy,Indore,MadhyaPradesh,Hotel,2.0,3.0,22.6979904,75.8643114,"915/44 Khatiwala Tank , Tower Chouraha, Madhya Pradesh, India"
FabHotel Padmavati Palace,Jaipur,Rajasthan,Hotel,3.0,4.5,26.8799364,75.7491231,"15 Padmawati colony 1st, Kings Road, Near Mansarovar Metro Station"
Tree House Resort,Jaipur,Rajasthan,Resort,3.0,4.5,27.174269,75.965783,"Nature Farms,Opp.Amity University,34 Km Milestone,NH-8"
Hotel 7 Star Jaipur,Jaipur,Rajasthan,Hotel,2.0,4.5,26.921989,75.791639,"SB-18, Barodiya Scheme, Near Railway Station, JAIPUR"
Camp E Khas,Jaisalmer,Rajasthan,Hotel,3.0,4.0,26.836514,70.536437,"Samd sand Dune Road, Before Sam Parking"
Vista Rooms at Bombay Hospital,Indore,MadhyaPradesh,Hotel,3.0,0.0,22.753992,75.904601,"EB-247, JilaYojna 77 Sector B Rd, Opposite Bombay Hospital, Scheme No.94, Mahalaxmi Nagar Colony"
Hotel Princes Palace Indore,Indore,MadhyaPradesh,Hotel,3.0,4.5,22.719217,75.876458,"8-A-1, South Tukoganj, Indore"
Vista Rooms at Bani Park,Jaipur,Rajasthan,Hotel,3.0,0.0,26.924934,75.787534,"SD-4A, Kabir Marg, Sen Colony, Bani Park"
Hotel Imperial Jaisalmer,Jaisalmer,Rajasthan,Hotel,2.0,3.5,26.916102,70.906705,"Hanuman Circle, 1, C.V. Singh Colony, Opp. District Collectorate"
Hotel Sai Residency,Jaipur,Rajasthan,Hotel,2.0,3.5,26.892023,75.832577,"D-33 , Patrakar Colony, Shanti Path Jawahar Nagar"
Alpine Glow Residency-Crest,Hyderabad,AndhraPradesh,Hotel,3.0,3.0,17.413232,78.43544,"Plot No-33/Durga Enclave,Opp ICICI Bank,Road No-12,Banjara Hills"
Hotel Meenakshi Palace,Jaipur,Rajasthan,Hotel,3.0,4.0,26.922934,75.785869,"Adjoining DRM Office, Near Railway Station, Ram Mandir Road"
Naila Bagh Palace,Jaipur,Rajasthan,Hotel,3.0,4.0,26.903835,75.820008,"Moti Doongari Road, M.I.Road"
Haridwar Residency,Hyderabad,AndhraPradesh,Hotel,3.0,0.0,17.386995,78.478019,"4-1-427 A&B, Opp Vishal Mega Mart, Abids Road"
OYO Rooms Hathroi Fort Gopalbari,Jaipur,Rajasthan,Hotel,3.0,0.0,26.916029,75.795843,"Plot no 59, Hathroi Fort, Ajmer Road"
