Trip_ID,Destination,State,Days,Travelers,Hotel_Type,Hotel_Cost,Food_Cost,Transport_Cost,Activity_Cost,Shopping_Cost,Season,Travel_Mode,Total_Expense
1872,Udaipur,Rajasthan,10,2,Budget,15000,14578,1992,14560,4423,Summer,Bus,50553
1873,Udaipur,Rajasthan,2,5,Luxury,26000,7860,2417,1114,7066,Summer,Bus,44457
1874,Mysore,Karnataka,8,3,Standard,28000,17171,3911,10240,2500,Monsoon,Train,61822
1875,Udaipur,Rajasthan,8,1,Standard,28000,6750,3653,6248,38,Winter,Train,44689
1876,Goa,Goa,2,2,Standard,7000,4295,5118,1824,7539,Winter,Car,25776
1877,Udaipur,Rajasthan,6,4,Budget,9000,17592,3584,9228,6698,Monsoon,Train,46102
1878,Goa,Goa,5,6,Premium,35000,21222,5924,5585,306,Summer,Car,68037
1879,Goa,Goa,8,5,Luxury,104000,28253,2307,14192,6615,Monsoon,Bus,155367
1880,Agra,Uttar Pradesh,2,2,Luxury,26000,3315,1951,2268,5421,Summer,Bus,38955
1881,Jaipur,Rajasthan,6,2,Luxury,78000,9476,9872,4224,4876,Monsoon,Flight,106448
1882,Agra,Uttar Pradesh,8,4,Luxury,104000,22609,5967,14584,5573,Summer,Car,152733
1883,Varanasi,Uttar Pradesh,3,1,Standard,10500,2775,3453,2874,4970,Winter,Train,24572
1884,Mysore,Karnataka,10,4,Premium,70000,29324,3463,9440,1611,Monsoon,Train,113838
1885,Goa,Goa,6,2,Standard,21000,8495,9881,5448,123,Monsoon,Flight,44947
1886,Agra,Uttar Pradesh,6,1,Premium,42000,5471,3765,8028,3087,Winter,Train,62351
1887,Goa,Goa,10,1,Luxury,130000,7271,1916,6450,157,Monsoon,Bus,145794
1888,Manali,Himachal Pradesh,7,3,Luxury,91000,15789,2456,4242,6970,Winter,Bus,120457
1889,Mysore,Karnataka,3,2,Budget,4500,5198,9495,2706,2488,Winter,Flight,24387
1890,Varanasi,Uttar Pradesh,5,1,Premium,35000,4631,9652,7005,168,Winter,Flight,56456
1891,Jaipur,Rajasthan,5,5,Budget,7500,18259,3686,8820,3949,Summer,Train,42214
1892,Goa,Goa,4,6,Premium,28000,16902,9569,5408,2292,Winter,Flight,62171
1893,Varanasi,Uttar Pradesh,10,6,Premium,70000,42419,2325,18780,6720,Summer,Bus,140244
1894,Delhi,Delhi,8,4,Premium,56000,22639,5858,12032,185,Winter,Car,96714
1895,Mumbai,Maharashtra,4,6,Luxury,52000,17386,2344,3164,1856,Summer,Bus,76750
1896,Udaipur,Rajasthan,9,2,Luxury,117000,13287,9655,10791,7126,Winter,Flight,157859
1897,Shimla,Himachal Pradesh,8,1,Standard,28000,6153,9110,4056,8665,Monsoon,Flight,55984
1898,Mumbai,Maharashtra,7,3,Premium,49000,16097,9667,8729,9927,Winter,Flight,93420
1899,Jaipur,Rajasthan,4,2,Standard,14000,5614,3071,3924,956,Monsoon,Train,27565
1900,Udaipur,Rajasthan,5,4,Premium,35000,14425,1819,3965,4143,Monsoon,Bus,59352
1901,Agra,Uttar Pradesh,5,1,Luxury,65000,4929,5190,9740,7160,Winter,Car,92019
1902,Goa,Goa,3,4,Luxury,39000,8496,5898,3861,5309,Winter,Car,62564
1903,Mysore,Karnataka,6,4,Luxury,78000,17044,3190,3990,4335,Summer,Train,106559
1904,Jaipur,Rajasthan,6,4,Standard,21000,17024,5529,9630,3132,Summer,Car,56315
1905,Jaipur,Rajasthan,7,4,Luxury,91000,19927,3147,4417,9894,Monsoon,Train,128385
1906,Delhi,Delhi,6,5,Standard,21000,21996,5204,3528,780,Monsoon,Car,52508
1907,Delhi,Delhi,6,5,Budget,9000,21575,5196,11370,5245,Summer,Car,52386
1908,Delhi,Delhi,9,5,Luxury,117000,32739,1855,10287,406,Winter,Bus,162287
1909,Manali,Himachal Pradesh,4,5,Premium,28000,15195,9786,6704,885,Summer,Flight,60570
1910,Manali,Himachal Pradesh,4,4,Standard,14000,12275,5814,5016,2245,Monsoon,Car,39350
1911,Shimla,Himachal Pradesh,2,5,Luxury,26000,7780,1921,2368,287,Winter,Bus,38356
1912,Mumbai,Maharashtra,7,3,Luxury,91000,15927,5839,6188,3522,Winter,Car,122476
1913,Manali,Himachal Pradesh,4,6,Premium,28000,17793,9706,7764,708,Monsoon,Flight,63971
1914,Manali,Himachal Pradesh,2,1,Budget,3000,2555,5957,3740,3866,Summer,Car,19118
1915,Mumbai,Maharashtra,8,1,Premium,56000,6262,5443,4360,429,Winter,Car,72494
1916,Goa,Goa,6,4,Premium,42000,17470,1781,7086,7045,Summer,Bus,75382
1917,Delhi,Delhi,9,1,Luxury,117000,6577,5335,11259,3582,Summer,Car,143753
1918,Mumbai,Maharashtra,10,3,Standard,35000,21588,3749,15370,1667,Summer,Train,77374
1919,Mysore,Karnataka,4,2,Luxury,52000,6461,3411,5948,2577,Winter,Train,70397
1920,Varanasi,Uttar Pradesh,6,6,Luxury,78000,25350,5502,9978,7161,Winter,Car,125991
1921,Delhi,Delhi,10,1,Luxury,130000,7470,2352,13990,2531,Monsoon,Bus,156343
1922,Agra,Uttar Pradesh,5,6,Budget,7500,21906,9338,3210,2930,Monsoon,Flight,44884
1923,Udaipur,Rajasthan,3,1,Standard,10500,3030,5883,4596,5343,Monsoon,Car,29352
1924,Varanasi,Uttar Pradesh,3,3,Standard,10500,7624,5507,3321,4899,Summer,Car,31851
1925,Shimla,Himachal Pradesh,2,1,Standard,7000,2128,5252,1050,3181,Monsoon,Car,18611
1926,Agra,Uttar Pradesh,3,1,Standard,10500,2759,9883,2145,7995,Summer,Flight,33282
1927,Agra,Uttar Pradesh,9,3,Standard,31500,19720,3575,15066,4711,Monsoon,Train,74572
1928,Shimla,Himachal Pradesh,6,2,Budget,9000,8489,5720,8286,393,Monsoon,Car,31888
1929,Agra,Uttar Pradesh,5,5,Luxury,65000,18738,9573,6535,6520,Monsoon,Flight,106366
1930,Mysore,Karnataka,3,4,Budget,4500,8744,5622,4056,458,Winter,Car,23380
1931,Shimla,Himachal Pradesh,5,6,Budget,7500,22407,3403,6465,3949,Summer,Train,43724
1932,Udaipur,Rajasthan,8,5,Luxury,104000,29261,1652,7528,7076,Winter,Bus,149517
1933,Manali,Himachal Pradesh,8,2,Premium,56000,12544,5972,15256,488,Monsoon,Car,90260
1934,Agra,Uttar Pradesh,9,2,Premium,63000,13032,3558,8478,1353,Monsoon,Train,89421
1935,Goa,Goa,2,2,Luxury,26000,4102,5425,2832,6007,Winter,Car,44366
1936,Shimla,Himachal Pradesh,8,4,Luxury,104000,23584,2400,15248,2881,Monsoon,Bus,148113
1937,Goa,Goa,8,6,Luxury,104000,34436,1885,11752,7320,Summer,Bus,159393
1938,Mumbai,Maharashtra,3,2,Luxury,39000,4473,5138,3438,403,Monsoon,Car,52452
1939,Manali,Himachal Pradesh,3,6,Standard,10500,14017,5422,4065,7825,Winter,Car,41829
1940,Varanasi,Uttar Pradesh,5,4,Standard,17500,14412,3365,6985,1456,Winter,Train,43718
1941,Mumbai,Maharashtra,2,3,Standard,7000,5633,2260,1398,8398,Monsoon,Bus,24689
1942,Agra,Uttar Pradesh,3,4,Standard,10500,9452,5471,2100,7532,Summer,Car,35055
1943,Mysore,Karnataka,8,3,Standard,28000,17945,5493,6128,8065,Summer,Car,65631
1944,Udaipur,Rajasthan,10,2,Luxury,130000,14170,3635,16220,9224,Winter,Train,173249
1945,Delhi,Delhi,3,6,Standard,10500,13316,3693,3408,2257,Winter,Train,33174
1946,Udaipur,Rajasthan,10,6,Premium,70000,43283,1913,11330,481,Monsoon,Bus,127007
1947,Manali,Himachal Pradesh,8,4,Budget,12000,22649,9010,15456,2180,Monsoon,Flight,61295
1948,Agra,Uttar Pradesh,10,2,Standard,35000,15109,3139,6320,6553,Monsoon,Train,66121
1949,Shimla,Himachal Pradesh,9,5,Standard,31500,32768,3273,12339,6077,Winter,Train,85957
1950,Udaipur,Rajasthan,6,1,Premium,42000,4884,3782,5928,5732,Winter,Train,62326
1951,Delhi,Delhi,10,3,Standard,35000,21862,3332,6090,2380,Winter,Train,68664
1952,Shimla,Himachal Pradesh,4,6,Standard,14000,17688,5477,2056,7782,Summer,Car,47003
1953,Shimla,Himachal Pradesh,6,1,Luxury,78000,4683,3014,8544,669,Monsoon,Train,94910
1954,Agra,Uttar Pradesh,7,6,Luxury,91000,30692,3621,13223,2889,Winter,Train,141425
1955,Agra,Uttar Pradesh,6,6,Luxury,78000,25770,1671,9066,6815,Monsoon,Bus,121322
1956,Mumbai,Maharashtra,5,4,Standard,17500,14322,3454,9025,5535,Monsoon,Train,49836
1957,Shimla,Himachal Pradesh,3,3,Standard,10500,7543,9152,4155,7171,Monsoon,Flight,38521
1958,Mysore,Karnataka,8,5,Premium,56000,29364,1664,13128,2051,Winter,Bus,102207
1959,Agra,Uttar Pradesh,3,2,Standard,10500,4712,3508,2133,6573,Winter,Train,27426
1960,Jaipur,Rajasthan,4,2,Luxury,52000,6533,2183,3532,5236,Monsoon,Bus,69484
1961,Jaipur,Rajasthan,9,4,Budget,13500,25309,2066,14571,2584,Winter,Bus,58030
1962,Udaipur,Rajasthan,2,6,Premium,14000,9698,9173,1522,2293,Winter,Flight,36686
1963,Manali,Himachal Pradesh,9,2,Premium,63000,12800,5419,6327,651,Summer,Car,88197
1964,Mumbai,Maharashtra,6,1,Budget,9000,5669,5862,5430,6642,Winter,Car,32603
1965,Agra,Uttar Pradesh,2,6,Budget,3000,9488,9874,3440,2766,Summer,Flight,28568
1966,Mysore,Karnataka,9,1,Standard,31500,6985,3957,16092,7158,Winter,Train,65692
1967,Agra,Uttar Pradesh,3,2,Luxury,39000,4391,1935,2127,8999,Summer,Bus,56452
1968,Mumbai,Maharashtra,5,5,Budget,7500,17684,9529,5640,5427,Winter,Flight,45780
1969,Udaipur,Rajasthan,6,6,Standard,21000,25627,1639,9306,1373,Monsoon,Bus,58945
1970,Mysore,Karnataka,6,5,Luxury,78000,21662,3950,7434,6124,Summer,Train,117170
1971,Agra,Uttar Pradesh,10,3,Premium,70000,21121,3769,13320,7518,Winter,Train,115728
1972,Agra,Uttar Pradesh,5,3,Premium,35000,10504,5616,3325,2956,Monsoon,Car,57401
1973,Jaipur,Rajasthan,2,6,Premium,14000,8907,5292,1378,1339,Monsoon,Car,30916
1974,Jaipur,Rajasthan,7,4,Premium,49000,20805,9454,10682,8856,Monsoon,Flight,98797
1975,Varanasi,Uttar Pradesh,2,6,Budget,3000,8406,5122,3596,1208,Summer,Car,21332
1976,Delhi,Delhi,6,4,Standard,21000,17148,3924,10392,1771,Monsoon,Train,54235
1977,Varanasi,Uttar Pradesh,2,2,Luxury,26000,2833,3292,1368,4173,Summer,Train,37666
1978,Agra,Uttar Pradesh,4,1,Budget,6000,4174,2022,6556,8467,Monsoon,Bus,27219
1979,Varanasi,Uttar Pradesh,8,4,Standard,28000,23897,5018,14448,1462,Summer,Car,72825
1980,Mumbai,Maharashtra,5,4,Standard,17500,14550,9906,5740,9746,Winter,Flight,57442
1981,Shimla,Himachal Pradesh,3,4,Premium,21000,8852,5323,4317,1577,Winter,Car,41069
1982,Varanasi,Uttar Pradesh,3,1,Premium,21000,2612,5319,5871,4982,Summer,Car,39784
1983,Udaipur,Rajasthan,10,2,Luxury,130000,14850,2102,15120,9098,Winter,Bus,171170
1984,Mysore,Karnataka,6,1,Premium,42000,4369,5470,11094,9837,Summer,Car,72770
1985,Mumbai,Maharashtra,8,3,Premium,56000,17184,5846,5632,483,Summer,Car,85145
1986,Delhi,Delhi,8,6,Standard,28000,34405,3483,14856,438,Monsoon,Train,81182
1987,Varanasi,Uttar Pradesh,5,3,Premium,35000,11379,3642,8925,630,Summer,Train,59576
1988,Udaipur,Rajasthan,7,4,Standard,24500,20222,1865,11193,509,Winter,Bus,58289
1989,Jaipur,Rajasthan,5,4,Budget,7500,14435,5201,2795,2176,Monsoon,Car,32107
1990,Manali,Himachal Pradesh,10,6,Premium,70000,43095,1971,18790,5182,Monsoon,Bus,139038
1991,Manali,Himachal Pradesh,8,1,Standard,28000,5757,5594,13880,9550,Summer,Car,62781
1992,Mysore,Karnataka,3,5,Standard,10500,11987,9260,3942,7654,Winter,Flight,43343
1993,Jaipur,Rajasthan,5,6,Budget,7500,22410,3025,5120,8968,Monsoon,Train,47023
1994,Delhi,Delhi,4,2,Standard,14000,6745,3367,4416,6950,Monsoon,Train,35478
1995,Udaipur,Rajasthan,3,3,Budget,4500,7703,9552,1965,4984,Monsoon,Flight,28704
1996,Mumbai,Maharashtra,10,1,Luxury,130000,7914,9020,10050,1819,Winter,Flight,158803
1997,Delhi,Delhi,4,6,Budget,6000,17617,9726,4240,7884,Winter,Flight,45467
1998,Mumbai,Maharashtra,2,3,Budget,3000,5395,9286,1422,9115,Summer,Flight,28218
1999,Shimla,Himachal Pradesh,7,1,Standard,24500,6223,9058,11641,3440,Winter,Flight,54862
2000,Shimla,Himachal Pradesh,2,3,Premium,14000,4717,5502,2430,2364,Monsoon,Car,29013
2001,Mysore,Karnataka,5,1,Luxury,65000,4897,1965,3885,7281,Winter,Bus,83028
2002,Varanasi,Uttar Pradesh,6,3,Budget,9000,13112,2168,7386,6594,Winter,Bus,38260
2003,Goa,Goa,5,5,Budget,7500,18073,9084,7795,8158,Summer,Flight,50610
2004,Mumbai,Maharashtra,7,2,Premium,49000,10267,9573,13713,6718,Winter,Flight,89271
2005,Mumbai,Maharashtra,6,3,Luxury,78000,13933,5484,5826,316,Summer,Car,103559
2006,Agra,Uttar Pradesh,2,3,Luxury,26000,5692,2033,2018,2606,Winter,Bus,38349
2007,Agra,Uttar Pradesh,6,2,Standard,21000,9823,2123,4470,1464,Winter,Bus,38880
2008,Udaipur,Rajasthan,3,6,Premium,21000,14089,5394,5589,7544,Winter,Car,53616
2009,Manali,Himachal Pradesh,8,3,Standard,28000,18068,1784,15944,1363,Winter,Bus,65159
2010,Mumbai,Maharashtra,3,3,Budget,4500,7468,9881,4419,7338,Winter,Flight,33606
2011,Udaipur,Rajasthan,2,1,Budget,3000,2372,1752,1732,1698,Winter,Bus,10554
2012,Varanasi,Uttar Pradesh,3,1,Luxury,39000,2240,3034,3885,8472,Winter,Train,56631
2013,Mumbai,Maharashtra,2,5,Luxury,26000,7859,3590,3830,1749,Monsoon,Train,43028
2014,Varanasi,Uttar Pradesh,3,6,Luxury,39000,13616,3376,1899,738,Winter,Train,58629
2015,Shimla,Himachal Pradesh,4,1,Budget,6000,3783,3575,5696,4301,Monsoon,Train,23355
2016,Mumbai,Maharashtra,5,5,Standard,17500,18112,3503,4895,7729,Winter,Train,51739
2017,Agra,Uttar Pradesh,9,4,Budget,13500,26643,9307,12798,6978,Monsoon,Flight,69226
2018,Goa,Goa,5,3,Budget,7500,11635,2474,4960,7696,Winter,Bus,34265
2019,Delhi,Delhi,8,2,Luxury,104000,12681,3621,11288,6538,Monsoon,Train,138128
2020,Mumbai,Maharashtra,4,6,Luxury,52000,17742,9093,5180,3069,Winter,Flight,87084
2021,Manali,Himachal Pradesh,2,5,Budget,3000,8073,3720,2442,2547,Winter,Train,19782
2022,Udaipur,Rajasthan,5,2,Luxury,65000,8200,3010,9035,8547,Monsoon,Train,93792
2023,Udaipur,Rajasthan,7,6,Budget,10500,29410,2236,7693,6161,Summer,Bus,56000
2024,Goa,Goa,3,1,Premium,21000,2114,9639,4095,3064,Monsoon,Flight,39912
2025,Delhi,Delhi,10,2,Premium,70000,14306,5324,14640,2725,Monsoon,Car,106995
2026,Delhi,Delhi,4,6,Standard,14000,17927,9063,7672,994,Winter,Flight,49656
2027,Delhi,Delhi,10,2,Premium,70000,15456,3840,6550,8428,Winter,Train,104274
2028,Udaipur,Rajasthan,4,2,Standard,14000,6448,3674,2064,6414,Winter,Train,32600
2029,Agra,Uttar Pradesh,5,3,Budget,7500,11244,2105,5410,1659,Summer,Bus,27918
2030,Jaipur,Rajasthan,8,3,Premium,56000,17917,3956,13168,7036,Monsoon,Train,98077
2031,Jaipur,Rajasthan,7,4,Premium,49000,20847,2135,12460,9168,Monsoon,Bus,93610
2032,Manali,Himachal Pradesh,8,4,Budget,12000,23078,1843,8808,2750,Winter,Bus,48479
2033,Delhi,Delhi,10,3,Standard,35000,21499,1976,5720,5408,Winter,Bus,69603
2034,Manali,Himachal Pradesh,6,2,Premium,42000,9216,9423,11724,8601,Summer,Flight,80964
2035,Jaipur,Rajasthan,10,4,Premium,70000,29223,3152,12790,5377,Monsoon,Train,120542
2036,Varanasi,Uttar Pradesh,3,5,Luxury,39000,11308,9567,3123,7562,Monsoon,Flight,70560
2037,Jaipur,Rajasthan,9,2,Standard,31500,12680,5484,17919,1803,Summer,Car,69386
2038,Goa,Goa,5,3,Budget,7500,11585,3010,7245,2235,Winter,Train,31575
2039,Mysore,Karnataka,2,6,Premium,14000,8705,9707,1070,2995,Winter,Flight,36477
2040,Goa,Goa,2,5,Luxury,26000,7057,9793,3498,9475,Winter,Flight,55823
2041,Manali,Himachal Pradesh,3,3,Budget,4500,7331,3433,3642,1882,Summer,Train,20788
2042,Jaipur,Rajasthan,4,1,Standard,14000,3201,5425,6272,1330,Monsoon,Car,30228
2043,Manali,Himachal Pradesh,9,2,Budget,13500,13436,3279,11637,4217,Winter,Train,46069
2044,Goa,Goa,7,6,Premium,49000,29775,9627,10766,3528,Monsoon,Flight,102696
2045,Mysore,Karnataka,7,5,Premium,49000,25889,3376,8736,1463,Monsoon,Train,88464
2046,Varanasi,Uttar Pradesh,10,6,Premium,70000,43452,1533,13410,626,Winter,Bus,129021
2047,Varanasi,Uttar Pradesh,10,1,Premium,70000,7871,5449,11680,8025,Summer,Car,103025
2048,Delhi,Delhi,7,4,Standard,24500,20236,2239,11431,2711,Winter,Bus,61117
2049,Manali,Himachal Pradesh,3,2,Standard,10500,4452,1587,3276,8224,Winter,Bus,28039
2050,Jaipur,Rajasthan,7,6,Premium,49000,29954,5707,3892,5960,Winter,Car,94513
2051,Udaipur,Rajasthan,8,1,Standard,28000,6412,5448,15336,3632,Winter,Car,58828
2052,Manali,Himachal Pradesh,8,1,Standard,28000,6135,3685,8008,3301,Winter,Train,49129
2053,Udaipur,Rajasthan,10,2,Budget,15000,14870,9214,15290,9493,Monsoon,Flight,63867
2054,Manali,Himachal Pradesh,8,6,Budget,12000,34564,9204,7344,8994,Summer,Flight,72106
2055,Udaipur,Rajasthan,9,2,Standard,31500,12906,3507,6867,4571,Monsoon,Train,59351
2056,Varanasi,Uttar Pradesh,10,6,Budget,15000,42155,2286,7930,2457,Monsoon,Bus,69828
2057,Mysore,Karnataka,5,6,Standard,17500,21312,2057,8350,296,Winter,Bus,49515
2058,Manali,Himachal Pradesh,3,6,Luxury,39000,14073,5522,5970,641,Winter,Car,65206
2059,Delhi,Delhi,9,5,Budget,13500,32309,9057,9333,4328,Winter,Flight,68527
2060,Varanasi,Uttar Pradesh,4,1,Premium,28000,3061,3418,2020,9874,Monsoon,Train,46373
2061,Jaipur,Rajasthan,7,2,Budget,10500,11006,9999,5502,5020,Winter,Flight,42027
2062,Mumbai,Maharashtra,7,6,Budget,10500,30646,2051,8190,1188,Winter,Bus,52575
2063,Manali,Himachal Pradesh,6,2,Luxury,78000,9161,3721,5214,916,Winter,Train,97012
2064,Shimla,Himachal Pradesh,4,5,Premium,28000,14629,1759,3708,7637,Summer,Bus,55733
2065,Goa,Goa,4,5,Premium,28000,15213,3816,7136,5379,Summer,Train,59544
2066,Udaipur,Rajasthan,2,5,Premium,14000,7330,3046,2206,2265,Winter,Train,28847
2067,Mumbai,Maharashtra,3,5,Premium,21000,11319,3487,4227,7494,Summer,Train,47527
2068,Udaipur,Rajasthan,7,2,Budget,10500,11282,9380,5201,7684,Winter,Flight,44047
2069,Mumbai,Maharashtra,9,1,Premium,63000,6947,3737,16128,6602,Summer,Train,96414
2070,Goa,Goa,5,6,Standard,17500,22261,3441,7550,721,Winter,Train,51473
2071,Agra,Uttar Pradesh,4,3,Standard,14000,8951,2253,4520,8282,Monsoon,Bus,38006
2072,Delhi,Delhi,8,5,Budget,12000,29231,3661,7936,3746,Summer,Train,56574
2073,Manali,Himachal Pradesh,6,1,Premium,42000,4488,2086,10314,1072,Monsoon,Bus,59960
2074,Agra,Uttar Pradesh,2,4,Standard,7000,6648,5264,1382,3656,Monsoon,Car,23950
2075,Jaipur,Rajasthan,3,4,Budget,4500,8605,5842,2628,5312,Winter,Car,26887
2076,Shimla,Himachal Pradesh,5,4,Budget,7500,15022,5473,8050,8047,Summer,Car,44092
2077,Agra,Uttar Pradesh,7,2,Premium,49000,10043,9881,8610,5996,Winter,Flight,83530
2078,Varanasi,Uttar Pradesh,10,4,Standard,35000,28895,9355,13970,2355,Monsoon,Flight,89575
2079,Mumbai,Maharashtra,6,4,Budget,9000,17605,3683,10194,7464,Winter,Train,47946
2080,Udaipur,Rajasthan,6,4,Luxury,78000,16809,9054,11658,5683,Monsoon,Flight,121204
2081,Mysore,Karnataka,3,2,Luxury,39000,5011,3670,3612,8343,Monsoon,Train,59636
2082,Udaipur,Rajasthan,3,1,Luxury,39000,3268,3243,3432,9864,Winter,Train,58807
2083,Delhi,Delhi,5,1,Luxury,65000,3859,2370,2710,2670,Summer,Bus,76609
2084,Mysore,Karnataka,9,6,Budget,13500,38870,5784,4644,9092,Monsoon,Car,71890
2085,Udaipur,Rajasthan,8,2,Budget,12000,11300,9842,7480,8759,Winter,Flight,49381
2086,Mumbai,Maharashtra,3,6,Budget,4500,12950,5794,3141,1428,Winter,Car,27813
2087,Manali,Himachal Pradesh,10,5,Budget,15000,36321,3970,13400,1011,Monsoon,Train,69702
2088,Mysore,Karnataka,8,3,Standard,28000,16832,9134,15624,3155,Monsoon,Flight,72745
2089,Mysore,Karnataka,8,2,Luxury,104000,11607,1568,14520,3066,Summer,Bus,134761
2090,Agra,Uttar Pradesh,9,4,Standard,31500,25979,3793,16137,1706,Winter,Train,79115
2091,Udaipur,Rajasthan,9,4,Luxury,117000,26183,1692,13203,2512,Winter,Bus,160590
2092,Jaipur,Rajasthan,8,3,Premium,56000,18086,2268,14232,1202,Winter,Bus,91788
2093,Agra,Uttar Pradesh,8,2,Premium,56000,12640,3297,11288,7038,Summer,Train,90263
2094,Shimla,Himachal Pradesh,8,1,Luxury,104000,6689,3658,14936,8783,Summer,Train,138066
2095,Agra,Uttar Pradesh,7,1,Standard,24500,6150,3553,4956,1302,Winter,Train,40461
2096,Udaipur,Rajasthan,10,6,Premium,70000,42292,1806,8650,4053,Winter,Bus,126801
2097,Shimla,Himachal Pradesh,3,5,Luxury,39000,11695,3815,2100,9893,Winter,Train,66503
2098,Manali,Himachal Pradesh,3,5,Luxury,39000,11721,9784,4227,2522,Winter,Flight,67254
2099,Manali,Himachal Pradesh,9,4,Standard,31500,25946,5927,9765,1339,Winter,Car,74477
2100,Manali,Himachal Pradesh,3,3,Luxury,39000,6818,3247,2757,874,Summer,Train,52696
2101,Udaipur,Rajasthan,9,1,Standard,31500,7560,3093,9594,1802,Winter,Train,53549
2102,Udaipur,Rajasthan,2,3,Luxury,26000,5365,3870,3998,2653,Summer,Train,41886
2103,Manali,Himachal Pradesh,7,1,Standard,24500,5849,3805,11788,5179,Winter,Train,51121
2104,Agra,Uttar Pradesh,6,4,Budget,9000,17699,5217,9168,754,Summer,Car,41838
2105,Goa,Goa,6,2,Budget,9000,9363,9753,10926,9954,Winter,Flight,48996
2106,Shimla,Himachal Pradesh,3,6,Standard,10500,12642,9299,1536,692,Summer,Flight,34669
2107,Delhi,Delhi,5,2,Luxury,65000,8424,9430,4585,7795,Monsoon,Flight,95234
2108,Mysore,Karnataka,4,4,Premium,28000,12343,9199,6736,8376,Summer,Flight,64654
2109,Mumbai,Maharashtra,2,5,Budget,3000,8071,3203,3888,3098,Winter,Train,21260
2110,Shimla,Himachal Pradesh,10,4,Premium,70000,28729,5879,15850,6426,Summer,Car,126884
2111,Mysore,Karnataka,5,3,Premium,35000,11412,9774,7540,7002,Winter,Flight,70728
2112,Shimla,Himachal Pradesh,6,6,Premium,42000,26222,5102,5202,4571,Winter,Car,83097
2113,Mumbai,Maharashtra,8,1,Standard,28000,6456,5971,4144,6247,Winter,Car,50818
2114,Delhi,Delhi,8,3,Budget,12000,16997,5636,5928,9199,Summer,Car,49760
2115,Jaipur,Rajasthan,9,6,Luxury,117000,38912,6000,11799,6353,Monsoon,Car,180064
2116,Jaipur,Rajasthan,3,1,Luxury,39000,3474,2204,3555,7699,Winter,Bus,55932
2117,Shimla,Himachal Pradesh,4,2,Premium,28000,5615,9550,4868,5342,Summer,Flight,53375
2118,Agra,Uttar Pradesh,9,1,Budget,13500,6374,5614,5445,152,Monsoon,Car,31085
2119,Mumbai,Maharashtra,9,4,Premium,63000,25787,9999,9738,2411,Winter,Flight,110935
2120,Agra,Uttar Pradesh,10,4,Standard,35000,28003,2399,13520,2642,Summer,Bus,81564
2121,Mumbai,Maharashtra,3,5,Budget,4500,10533,3362,5310,3533,Summer,Train,27238
2122,Varanasi,Uttar Pradesh,10,5,Standard,35000,35196,3168,6470,5691,Summer,Train,85525
2123,Delhi,Delhi,7,4,Standard,24500,20749,1787,4816,4362,Winter,Bus,56214
2124,Shimla,Himachal Pradesh,8,3,Luxury,104000,17630,2056,7888,8242,Monsoon,Bus,139816
2125,Mysore,Karnataka,7,4,Budget,10500,20628,3510,13055,7517,Monsoon,Train,55210
2126,Udaipur,Rajasthan,3,2,Premium,21000,4610,1724,3390,5354,Monsoon,Bus,36078
2127,Varanasi,Uttar Pradesh,9,3,Standard,31500,19257,9448,11727,1635,Winter,Flight,73567
2128,Delhi,Delhi,6,5,Premium,42000,22092,9258,3078,9675,Summer,Flight,86103
2129,Mumbai,Maharashtra,10,2,Luxury,130000,15391,2068,8970,1982,Winter,Bus,158411
2130,Shimla,Himachal Pradesh,7,1,Standard,24500,5822,9690,13587,1935,Monsoon,Flight,55534
2131,Varanasi,Uttar Pradesh,10,2,Premium,70000,14941,9627,6470,1375,Summer,Flight,102413
2132,Mumbai,Maharashtra,8,1,Standard,28000,6098,9306,9232,3470,Winter,Flight,56106
2133,Manali,Himachal Pradesh,4,6,Luxury,52000,17786,5977,2264,4608,Summer,Car,82635
2134,Delhi,Delhi,3,3,Luxury,39000,6978,5784,2910,5669,Monsoon,Car,60341
2135,Agra,Uttar Pradesh,7,4,Budget,10500,20289,3169,12950,6503,Monsoon,Train,53411
2136,Udaipur,Rajasthan,5,1,Luxury,65000,3633,5279,9930,1832,Monsoon,Car,85674
2137,Shimla,Himachal Pradesh,8,2,Premium,56000,12150,1891,5448,6241,Summer,Bus,81730
2138,Varanasi,Uttar Pradesh,10,5,Budget,15000,35700,3616,8030,4355,Summer,Train,66701
2139,Shimla,Himachal Pradesh,8,6,Budget,12000,34176,5311,8808,5960,Summer,Car,66255
2140,Jaipur,Rajasthan,9,6,Standard,31500,38528,5500,13860,2684,Summer,Car,92072
2141,Agra,Uttar Pradesh,9,2,Premium,63000,13283,3720,16038,4134,Winter,Train,100175
2142,Manali,Himachal Pradesh,7,5,Standard,24500,25186,9518,7168,4375,Monsoon,Flight,70747
2143,Varanasi,Uttar Pradesh,4,6,Premium,28000,17072,2132,2856,4262,Monsoon,Bus,54322
2144,Goa,Goa,10,3,Luxury,130000,22033,5425,10270,6191,Summer,Car,173919
2145,Agra,Uttar Pradesh,4,1,Budget,6000,4237,9410,5156,9550,Winter,Flight,34353
2146,Agra,Uttar Pradesh,4,4,Premium,28000,12039,3077,2780,6702,Monsoon,Train,52598
2147,Shimla,Himachal Pradesh,2,2,Standard,7000,3276,5380,3802,1437,Winter,Car,20895
2148,Varanasi,Uttar Pradesh,4,1,Luxury,52000,3557,2301,3172,5291,Winter,Bus,66321
